Sample_ID,pH,Turbidity_NTU,TDS_mg_L,Total_Hardness_mg_L,Chloride_mg_L,Sulphate_mg_L,Fluoride_mg_L,Nitrate_mg_L,Iron_mg_L,Calcium_mg_L,Magnesium_mg_L,Arsenic_mg_L,Lead_mg_L,Water_Quality,Usage_Class,Drinking_Status,Safe_for_Drinking,TDS_Status,Turbidity_Status,TDS_Recommendation,Turbidity_Recommendation,Severity,Overall_Recommendation,Treatment_Limitation,Lab_Test_Recommended
WQ058041,8.142168033114585,1.0604827167846456,262.9806154310817,173.04839029656316,132.53257809931753,354.91619004887417,0.5166871968346713,36.68645406710082,0.1916910300396025,45.708376045710494,34.76140487570487,0.0019974526639478,0.0018524780919071,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ098326,7.001905842765508,1.7253568539811266,325.8105216322678,479.1619397322633,162.08444803847544,131.54046986571828,0.5151273453665111,59.42494923198218,0.7026093198301672,59.02304049400337,32.24878767828231,0.0016562953430408,0.0020554093270667,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ027795,7.21308606520065,0.4883597248333171,606.0111689026024,159.99139819629218,109.36622864279084,84.64495570224598,0.6269031958551623,29.093058561229476,0.0928751910584114,87.53838942916215,60.7846881568328,0.0075792316180439,0.0080296156063241,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ027683,7.3108358191318095,1.7301127127505769,234.86371474514576,136.1645855179049,67.6144578780747,85.78563999408448,0.6829927765225335,15.712326723880702,0.2087169620020434,109.74070998806089,8.631030011636716,0.0025382606277021,0.004459771973002,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ044811,6.561492412310935,1.6229566071935806,284.2909517869821,184.5430858956797,264.8584211945365,173.5715675919662,0.5294152037201716,10.10066159321025,0.1367918124806743,46.29988643177424,33.48595644118006,0.0125038862510684,0.0009173464275597,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ019481,6.188004262822503,1.2873993568922322,172.05149516219788,101.4926845699372,238.51315413711015,76.15762201947351,0.6849116557042778,43.84000016073462,0.0864977279446733,74.99129057741848,19.691637273936337,0.0048222771926998,0.0020900326668905,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ069465,7.508962482692199,0.8692891820147499,161.4201848408997,280.3228821094343,40.750963199892446,287.1979002938444,0.568253474957314,18.60835975546458,0.4005163530347739,84.15707367412753,15.34927391346512,0.0007875052863771,0.0043696122092796,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ072447,7.73538400488551,1.2587909181283556,388.3236761148629,298.85517104802227,196.0242596503411,30.605297248412917,0.410445407339995,26.05524080076459,0.3194050679824934,62.11611652229219,38.043675578537545,0.009425308371283,0.0046196589602225,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ042233,7.352890802369586,1.5638072828672676,739.5579352323493,146.41715435666134,228.32444458572945,90.98692964617288,1.1290376487403486,11.788206453013334,0.2004893719774736,125.91065083979534,43.23746424455408,0.0183223694840043,0.0011858174507896,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ068770,6.864598484644136,0.3297027505091619,441.8501881686142,246.3173769946422,152.701474050408,187.50390762659887,1.268727572666904,34.53790274628543,0.1648795065466002,89.32421245767094,42.852194578059446,0.0063618656595663,0.0246565937474016,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
